Branch,Division,Group,Item,Qty,Total Amount
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,OREO,996,64180.84
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,SPRINKLES,89,5798.32
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,OATS,3,186.19
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,938,64863.42
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,79,5081.98
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,123,8038.92
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,690,47738.02
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,243,16003.42
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,MANGO,325,23021.98
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,HONEY,390,27218.74
Stories Khaldeh,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,981,68332.97
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,2175,222804.74
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,149,15444.44
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,2277.5,235081.47
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,181.5,18150
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,1941.5,196750.12
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,QUELLA PISTACCIO,284.5,28566.22
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE RED BERRIES,163,16400.39
Stories Khaldeh,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE PISTACHIO,154,15487.69
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,123,36420.12
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,52.5,17226.58
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,16,7353.15
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,6626.8,2197844.72
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,2569.75,1032426.97
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,412.2,221554.55
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,45.5,11992.1
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,17,5620.12
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,1.5,675.68
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,1854.5,534697.9
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,593.1,238683.39
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,71.55,38621.32
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,1,300.3
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,149.5,44322.75
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,8307.85,2753654.58
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,62.5,20409.61
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,3434.1,1368451.59
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,11.5,5316.04
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,448.45,238335.21
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,28,10306.67
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,1025.6,368813.78
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT MEDIUM,10,4200
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,334.5,163985
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT X-LARGE,3,1616.67
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,45.8,29010
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,1,300.3
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,82,25044.74
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,37.5,15225.23
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,9,4696.7
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,12.5,3546.67
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,643.1,197930
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,172.1,66421.67
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,4,1200
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,34.05,18580
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,1388.1,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,752,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,333,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,14,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,1471,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,108,32260.81
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,6599.05,2193047.53
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,39.5,13085.14
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,2637.7,1054488.84
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,5,2292.79
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,387.65,207980.33
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,1473.5,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP PISTACHIO,422,0
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO MEDIUM,152.5,61154.65
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO SMALL,398.5,111318.32
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO X-LARGE,25,13273.27
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT MEDIUM,4.5,1519.52
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT SMALL,25,3228.23
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT X-LARGE,2.5,1171.17
Stories Khaldeh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,102,0
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT SMALL,10,1200
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT MEDIUM,1,333.33
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT X-LARGE,1,466.67
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO SMALL,66,19666.67
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO MEDIUM,23,9200
Stories Khaldeh,FROZEN YOGHURT,SPECIALTY YOGHURT,TASTING CUP RICOTTA,67,0
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,TUNA SUB,556,197121.65
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,VEGGIE SUB,2483,2554.08
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,TURKEY & CHEESE SUB,1862,695381.44
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,CHICKEN TERIAKI SUB,257,91900.21
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN TERIAKI SUB,271,104028.47
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN TUNA SUB,790,301671.71
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN TURKEY & CHEESE SUB,2041,811818.62
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN VEGGIE SUB,7,2581.38
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,PESTO HALLOUMI SUB,1054,310030.27
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,LABNEH SUB,1246,106807.45
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN LABNEH SUB,619,178114.87
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN PESTO HALLOUMI SUB,1634,541749.25
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,475,227173.42
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,CHICKEN CAESAR SANDWICH,576,265268.05
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,16,6726.73
Stories Khaldeh,SANDWICHES,SUB SANDWICHES,BROWN PULLED BEEF CHIMICHURRI SANDWICH,31,13963.96
Stories Khaldeh,CINNAMON ROLLS,CINNAMONS,CLASSIC CINNAMON ROLL LARGE,8578,2666148.96
Stories Khaldeh,CINNAMON ROLLS,CINNAMONS,CHOCOLATE ROLL LARGE,796,224815.32
Stories Khaldeh,CINNAMON ROLLS,CINNAMONS,EXTRA CREAM CHEESE FROSTING MIX,60,1950.15
Stories Khaldeh,CINNAMON ROLLS,CINNAMONS,RED CINNAMON ROLL,77,25471.47
Stories Khaldeh,CINNAMON ROLLS,CINNAMONS,LOTUS ROLL,16,5841.44
Stories Khaldeh,CARTON,PACKAGING,CARTON HANDLE BAG,2471,0
Stories Khaldeh,CARTON,PACKAGING,SMALL DESSERT BOX(1PCS),1338,0
Stories Khaldeh,CARTON,PACKAGING,MEDIUM DESSERT BOX(2PCS),458,0
Stories Khaldeh,CARTON,PACKAGING,LARGE DESSERT BOX(4PCS),302,0
Stories Khaldeh,NOT USED,NOT USED,TUNA PASTA SALAD/NOT USED,3,1446.67
Stories Khaldeh,NOT USED,NOT USED,QUINOA SALAD/NOT USED,4,1866.67
Stories Khaldeh,NOT USED,NOT USED,CHOCOLATE PLUS,119,11950
Stories Khaldeh,NOT USED,NOT USED,CHICKEN BREAST SUB,2,733.66
Stories Khaldeh,NOT USED,NOT USED,PRUNELLE THYME CROISSANT/NOT USED,328,65780
Stories Khaldeh,NOT USED,NOT USED,PRUNELLE CHEESE CROISSANT/NOT USED,721,145340
Stories Khaldeh,NOT USED,NOT USED,PRUNELLE CHOCOLATE CROISSANT/NOT USED,399,80980
Stories Khaldeh,NOT USED,NOT USED,ADD PEPPERONI/NOT USED,1,100
Stories Khaldeh,NOT USED,NOT USED,ADD ROAST BEEF/NOT USED,2,200
Stories Khaldeh,NOT USED,NOT USED,BROWN CHICKEN BREAST SUB,1,400
Stories Khaldeh,NOT USED,NOT USED,ROCCA SALAD/NOT USED,2,666.67
Stories Khaldeh,NOT USED,NOT USED,TIRAMISU ROLL/not used,20,7333.33
Stories Khaldeh,NOT USED,NOT USED,ROCCA SALAD (GRAB&GO),94,38922.22
Stories Khaldeh,NOT USED,NOT USED,STEVIA SUGAR SACHET/NOT USED,178,0
Stories Khaldeh,NOT USED,NOT USED,POMEGRANATE CUP/NOT USED,128,25620
Stories Khaldeh,NOT USED,NOT USED,MANGO CUP/NOT USED,1,366.67
Stories Khaldeh,NOT USED,NOT USED,NY STYLE COOKIE -PISTACHIO,45,15066.67
Stories Khaldeh,NOT USED,NOT USED,ADD CHOCOLATE FOUNTAIN,1,100
Stories Khaldeh,NOT USED,NOT USED,ECLAIR NOISETTE/NOT USED,1,233.33
Stories Khaldeh,NOT USED,NOT USED,TASTING CUP DRAGON FRUIT YOGHURT/NOT USED,2,0
Stories Khaldeh,NOT USED,NOT USED,PASSION FRUIT YOGHURT SMALL/NOT USED,22.5,1200
Stories Khaldeh,NOT USED,NOT USED,PASSION FRUIT YOGHURT MEDIUM/NOT USED,0.5,166.67
Stories Khaldeh,NOT USED,NOT USED,TASTING CUP PASSION FRUIT/NOT USED,163,0
Stories Khaldeh,NOT USED,NOT USED,PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,160.8,53583.33
Stories Khaldeh,NOT USED,NOT USED,PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,49,19640
Stories Khaldeh,NOT USED,NOT USED,PASSION FRUIT YOGHURT COMBO X-LARGE/NOT USED,4.4,2346.67
Stories Khaldeh,NOT USED,NOT USED,JOYCREAM FRUIT ROUGES,169,16900
Stories Khaldeh,NOT USED,NOT USED,BROWN FILET STEAK SANDWICH,94,46138.74
Stories Khaldeh,NOT USED,NOT USED,FILET STEAK SANDWICH,127,59943.12
Stories Khaldeh,NOT USED,NOT USED,NY STYLE COOKIE/NOT USED,2,666.67
Stories Khaldeh,NOT USED,NOT USED,GRILLED VEGGIE SUB,65,1960
Stories Khaldeh,NOT USED,NOT USED,BROWN GRILLED VEGGIE SUB,3,1500
Stories Khaldeh,NOT USED,NOT USED,PRUNELLE PLAIN CROISSANT/NOT USED,47,9540
Stories Khaldeh,NOT USED,NOT USED,FRIKEH LENTIL SALAD (GRAP&GO),5,2333.33
Stories Khaldeh,NOT USED,NOT USED,LEBANESE SALAD (GRAB&GO),20,9333.33
Stories Khaldeh,NOT USED,NOT USED,ADD STEAK,58,7627.63
Stories Khaldeh,NOT USED,NOT USED,PISTACHIO COOKIES/NOT USED,20,5333.33
Stories Khaldeh,NOT USED,NOT USED,BROOKIES/NOT USED,20,5333.33
Stories Khaldeh,NOT USED,NOT USED,RASPBERRY COOKIES/NOT USED,15,4000
Stories Khaldeh,NOT USED,NOT USED,NY STYLE COOKIE - RED PISTACHIO/NOT USED,6,2000
Stories Khaldeh,NOT USED,NOT USED,LYCHEE BOBA/NOT USED,176,0
Stories Khaldeh,NOT USED,NOT USED,STRAWBERRY BOBA/NOT USED,188,0
Stories Khaldeh,NOT USED,NOT USED,GRANELLA DI BISCOTTO COMBO,653,0
Stories Khaldeh,NOT USED,NOT USED,KROCCO MILK,4,400
Stories Khaldeh,NOT USED,NOT USED,COOKIES & MILK,169.5,16990
Stories Khaldeh,NOT USED,NOT USED,VALENTINE HOT CHOCOLATE/NOT USED,96,35200
Stories Khaldeh,NOT USED,NOT USED,GRANELLA DI BISCOTTO,149,14910
Stories Khaldeh,NOT USED,NOT USED,NUTELLA ROLL,1188,437170.36
Stories Khaldeh,NOT USED,NOT USED,K Log GRANOLLA COMBO/NOT USED,7,0
Stories Khaldeh,NOT USED,NOT USED,ARABESCHI PISTACHIO CRYSTAL,8,804.2
Stories Khaldeh,NOT USED,NOT USED,BROWN ASIAN CRAB SANDWICH,17,6324.32
Stories Khaldeh,NOT USED,NOT USED,ASIAN CRAB SANDWICH,16,5466.97
Stories Khaldeh,NOT USED,NOT USED,BROWN STEAK SANDWICH,4,2093.09
Stories Khaldeh,NOT USED,NOT USED,STEAK SANDWICH,3,1441.44
Stories Khaldeh,NOT USED,NOT USED,TASTING CUP ACAI,2,0
Stories Khaldeh,NOT USED,NOT USED,BERRIES SNACKOLOSI,29,2960.96
Stories Khaldeh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,15,7657.66
Stories Khaldeh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,37,15810.81
Stories Khaldeh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT SMALL,3,1261.26
Stories Khaldeh,NOT USED,NOT USED,TASTING CUP ORIGINAL SUGAR FREE YOUGHURT,6,0
Stories Khaldeh,NOT USED,NOT USED,GRANOLA BAR CHOCOLATE,59,5315.32
Stories Khaldeh,NOT USED,NOT USED,GRANOLA BAR VANILLA,92,8288.29
Stories Khaldeh,SUBS,ADD ONS,ADD SMOKED TURKEY,474,48015.49
Stories Khaldeh,SUBS,ADD ONS,ADD CHEDDAR CHEESE,28,1754.35
Stories Khaldeh,SUBS,ADD ONS,ADD TUNA,294,40101.14
Stories Khaldeh,SUBS,ADD ONS,ADD CHICKEN,362,49417.54
Stories Khaldeh,SUBS,ADD ONS,ADD HALLOUM CHEESE,271,26058.56
Stories Khaldeh,SUBS,ADD ONS,ADD PULLED BEEF,12,1801.8
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,AMERICANO COMBO,1,0
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,LATTE COMBO,1,0
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,SALTED CARAMEL LATTE COMBO,4,0
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,MOCHA COMBO,3,0
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,WHITE MOCHA COMBO,2,0
Stories Khaldeh,POP UP BEVERAGE,POP UP BEVERAGE,CARAMEL MACHIATO COMBO,2,0
Stories Khaldeh,OFFER,OFFER,CINNAMON ROLL+DRINK,11,4294.29
Stories Khaldeh,OFFER,OFFER,CHOCOLATE ROLL+DRINK,1,390.39
Stories Khaldeh,OFFER,OFFER,TURKEY & CHEESE SUB+DRINK,1,480.48
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,FREEZE DROPS STRAWBERRY,1020,204614.6
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,MEDIUM CHIPS,1081,68767.33
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,MATCHA CUP,30,6306.31
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,VANILLA  ASH,78,16396.4
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,BEETROOT CUP,36,7567.57
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,CHOCOLATE SP/MO,77,16186.19
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,HONEY PEANUT ST BITES,73,11837.84
Stories Khaldeh,GRAB&GO FOOD,PACKAGED FOOD,SPECIALITY COFFEE ST BITES,97,15729.73
Stories Khaldeh,GRAB&GO FOOD,SALADS,GREEK SALAD (GRAB&GO),12,5415.02
Stories Khaldeh,GRAB&GO FOOD,SALADS,QUINOA SALAD (GRAB&GO),412,193344.02
Stories Khaldeh,GRAB&GO FOOD,SALADS,TUNA PASTA SALAD (GRAB&GO),488,229192.85
Stories Khaldeh,GRAB&GO FOOD,SALADS,ASIAN SALAD (GRAB&GO),304,135259.34
Stories Khaldeh,GRAB&GO FOOD,SALADS,CAESER SALAD (GRAB&GO),17,7189.19
Stories Khaldeh,GRAB&GO FOOD,SALADS,CHICKEN CAESER SALAD (GRAB&GO),116,54222.22
Stories Khaldeh,GRAB&GO FOOD,SALADS,MEXICAN FEISTA SALAD,5,2402.4
Stories Khaldeh,GRAB&GO FOOD,SALADS,CHICKEN VERDE SALAD,6,2774.77
Stories Khaldeh,GRAB&GO FOOD,SALADS,PASTA PESTO SALAD,5,2402.4
Stories Khaldeh,GRAB&GO FOOD,FRUITS,PINEAPPLE CUP,526,190512.88
Stories Khaldeh,GRAB&GO FOOD,FRUITS,BOUMALI CUP,160,32220
Stories Khaldeh,GRAB&GO FOOD,PACKAGED DESSERT,TIRAMISU CUP,321,120534.53
Stories Khaldeh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR CHOCOLATE CRUNCH,8,1873.87
Stories Khaldeh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO VANILLE,6,1693.69
Stories Khaldeh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO COOKIES CREAM,7,1975.98
Stories Khaldeh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR WHITE ALMOND CRUNCH,6,1405.41
Stories Khaldeh,DONUTS,DONUTS,PISTACHIO CREAM DOUGHNUTS,119,24320
Stories Khaldeh,DONUTS,DONUTS,BOSTON CREAM DONUT,203,41300
Stories Khaldeh,DONUTS,DONUTS,OREO DOUGHNUTS,156,31920
Stories Khaldeh,DONUTS,DONUTS,HAZELNUT DOUGHNUTS,238,48140
Stories Khaldeh,DONUTS,DONUTS,STRAWBERRY DOUGHNUTS,153,30980
Stories Khaldeh,DONUTS,DONUTS,LOTUS DOUGHNUTS,145,29400
Stories Khaldeh,DONUTS,DONUTS,KINDER DOUGHNUTS,209,42860
Stories Khaldeh,HEALTHY SECTION,HEALTHY SECTION,MIXED LONG BISCUITS,9,1891.89
Stories Khaldeh,HEALTHY SECTION,HEALTHY SECTION,MIXED ROUND BISCUITS,8,2162.16
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,ESPRESSO,2306,363251.05
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO,5440,1046509.67
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,AMERICANO SMALL,3120,555342.34
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,AMERICANO MEDIUM,1410,311515.92
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,AMERICANO LARGE,304,74660.96
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE SMALL,7565,1239707.65
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE MEDIUM,3389,680732.14
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE LARGE,768,178530.63
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,SINGLE ESPRESSO MACC,62,9612.85
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO MAC,112,20705.23
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,TRIPLE ESPRESSO,287,4793.75
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,SINGLE LONGO,263,46779.22
Stories Bayada,HOT BAR SECTION,BLACK COFFEE,DOUBLE LONGO,307,56486.13
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE SMALL,5170,967008.83
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE MEDIUM,3716,842122.52
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO SMALL,3050,597069.31
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO MEDIUM,2332,528246.54
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA SMALL,986,182287.42
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA MEDIUM,545,141117.96
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA SMALL,1101,156999.73
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA MEDIUM,838,216997.84
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO SMALL,894,161209.46
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO MEDIUM,694,178970.93
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE SMALL,1181,257201.2
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE MEDIUM,783,208427.63
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK SMALL,92,5703.3
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK MEDIUM,15,2515.01
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE LARGE,627,167367.69
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA  LARGE,112,33441.74
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO LARGE,315,83943.66
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK LARGE,1,198.2
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA LARGE,216,64393.99
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACCHIATO LARGE,103,30874.74
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE SMALL,495,89884.56
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE MEDIUM,390,88487.24
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE LARGE,76,20349.43
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,FLAT WHITE,1471,285166.91
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT SMALL,214,32417.72
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT MEDIUM,107,28528.41
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT LARGE,33,11042.04
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE MEDIUM,117,31367.57
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE SMALL,160,36450.36
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC SMALL,452,101243.78
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC MEDIUM,351,91993.87
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT SMALL,30,266.67
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC LARGE,35,10397.3
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE SMALL,1781,181248.47
Stories Bayada,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE MEDIUM,907,267082.61
